variant,report_id,phase,phase_disclosure_idx,occurrence_idx,standard_id,disclosure_id,material_topic,requirement_id,status,decision_path,rationale,citations_json,confidence,source
a0,Bunduq2023,phase5,17,0,GRI 3,3-3,Sustainable Procurement,e.ii,pass,standard,87% local procurement target and HSE screening criteria are explicitly stated as indicators.,"[""Bunduq2023__c_0116""]",0.0,llm
a0,Bunduq2023,phase5,17,0,GRI 3,3-3,Sustainable Procurement,e.iii,pass,standard,HSE scorecard and 87% local procurement achievement demonstrate progress evaluation.,"[""Bunduq2023__c_0070"", ""Bunduq2023__c_0116""]",0.0,llm
a0,Bunduq2023,phase5,17,0,GRI 3,3-3,Sustainable Procurement,e.iv,no_evidence,standard,No explicit mention of lessons learned or policy updates related to procurement.,[],0.0,llm
a0,Bunduq2023,phase5,17,0,GRI 3,3-3,Sustainable Procurement,f,no_evidence,standard,No explicit mention of stakeholder engagement informing actions or effectiveness for Sustainable Procurement.,[],0.0,llm
a0,Bunduq2023,phase5,18,0,GRI 3,3-3,Talent Management and Development,a,no_evidence,standard,"No explicit description of impacts (positive/negative) on economy, environment, or people related to talent management.",[],0.0,llm
a0,Bunduq2023,phase5,18,0,GRI 3,3-3,Talent Management and Development,b,no_evidence,standard,No mention of involvement in negative impacts through activities or business relationships.,[],0.0,llm
a0,Bunduq2023,phase5,18,0,GRI 3,3-3,Talent Management and Development,c,pass,standard,"Policies described include training programs, vocational assessments, sponsorship, and succession planning.","[""Bunduq2023__c_0088"", ""Bunduq2023__c_0090"", ""Bunduq2023__c_0091""]",0.0,llm
a0,Bunduq2023,phase5,18,0,GRI 3,3-3,Talent Management and Development,d.i,pass,standard,"Actions to prevent/mitigate negative impacts include training, skill gap analysis, and development plans.","[""Bunduq2023__c_0088"", ""Bunduq2023__c_0091""]",0.0,llm
a0,Bunduq2023,phase5,18,0,GRI 3,3-3,Talent Management and Development,d.ii,no_evidence,standard,No explicit mention of addressing actual negative impacts or remediation efforts.,[],0.0,llm
a0,Bunduq2023,phase5,18,0,GRI 3,3-3,Talent Management and Development,d.iii,pass,standard,"Positive impacts managed through training, skill development, and knowledge-sharing initiatives.","[""Bunduq2023__c_0088"", ""Bunduq2023__c_0090""]",0.0,llm
a0,Bunduq2023,phase5,18,0,GRI 3,3-3,Talent Management and Development,e.i,pass,standard,Processes like vocational assessments and gap analyses are described for tracking effectiveness.,"[""Bunduq2023__c_0089"", ""Bunduq2023__c_0091""]",0.0,llm
a0,Bunduq2023,phase5,18,0,GRI 3,3-3,Talent Management and Development,e.ii,no_evidence,standard,"No specific goals, targets, or indicators for evaluating progress are mentioned.","[""Bunduq2023__c_0088"", ""Bunduq2023__c_0089"", ""Bunduq2023__c_0090"", ""Bunduq2023__c_0091""]",0.0,llm
a0,Bunduq2023,phase5,18,0,GRI 3,3-3,Talent Management and Development,e.iii,no_evidence,standard,No explicit reporting on effectiveness progress toward goals or targets.,"[""Bunduq2023__c_0088"", ""Bunduq2023__c_0089"", ""Bunduq2023__c_0090"", ""Bunduq2023__c_0091""]",0.0,llm
a0,Bunduq2023,phase5,18,0,GRI 3,3-3,Talent Management and Development,e.iv,no_evidence,standard,No mention of lessons learned or policy integration related to Talent Management.,"[""Bunduq2023__c_0088"", ""Bunduq2023__c_0089"", ""Bunduq2023__c_0090"", ""Bunduq2023__c_0091""]",0.0,llm
a0,Bunduq2023,phase5,18,0,GRI 3,3-3,Talent Management and Development,f,no_evidence,standard,No explicit mention of stakeholder engagement informing actions or effectiveness evaluation for Talent Management.,"[""Bunduq2023__c_0088"", ""Bunduq2023__c_0089"", ""Bunduq2023__c_0090"", ""Bunduq2023__c_0091""]",0.0,llm
a0,Bunduq2023,phase5,19,0,GRI 3,3-3,Waste Management,a,no_evidence,standard,"No explicit description of economic, human rights, or people-related impacts for waste management.","[""Bunduq2023__c_0051"", ""Bunduq2023__c_0052"", ""Bunduq2023__c_0053""]",0.0,llm
a0,Bunduq2023,phase5,19,0,GRI 3,3-3,Waste Management,b,pass,standard,Explicitly states hazardous waste generated by activities and disposal methods.,"[""Bunduq2023__c_0051""]",0.0,llm
a0,Bunduq2023,phase5,19,0,GRI 3,3-3,Waste Management,c,pass,standard,"Describes adherence to ADNOC protocols, HSE guidelines, and KPIs.","[""Bunduq2023__c_0051"", ""Bunduq2023__c_0052""]",0.0,llm
a0,Bunduq2023,phase5,19,0,GRI 3,3-3,Waste Management,d.i,pass,standard,"Mentions controlled disposal, Bolisaty platform, and segregation KPIs.","[""Bunduq2023__c_0051"", ""Bunduq2023__c_0052""]",0.0,llm
a0,Bunduq2023,phase5,19,0,GRI 3,3-3,Waste Management,d.ii,no_evidence,standard,No explicit mention of remediation actions for actual negative impacts.,"[""Bunduq2023__c_0051"", ""Bunduq2023__c_0052""]",0.0,llm
a0,Bunduq2023,phase5,19,0,GRI 3,3-3,Waste Management,d.iii,pass,standard,Describes plastic reduction initiatives and awareness campaigns.,"[""Bunduq2023__c_0053""]",0.0,llm
a0,Bunduq2023,phase5,19,0,GRI 3,3-3,Waste Management,e.i,pass,standard,KPIs and inspections are explicitly described as processes to track waste management effectiveness.,"[""Bunduq2023__c_0052""]",0.0,llm
a0,Bunduq2023,phase5,19,0,GRI 3,3-3,Waste Management,e.ii,pass,standard,"Goals (plastic reduction, cost savings) and KPIs (waste segregation, recycling) are explicitly reported.","[""Bunduq2023__c_0053"", ""Bunduq2023__c_0052""]",0.0,llm
a0,Bunduq2023,phase5,19,0,GRI 3,3-3,Waste Management,e.iii,pass,standard,"Progress toward plastic reduction goals (2,400/3,360 bottles eliminated) is quantified.","[""Bunduq2023__c_0053""]",0.0,llm
a0,Bunduq2023,phase5,19,0,GRI 3,3-3,Waste Management,e.iv,no_evidence,standard,No mention of lessons learned or policy updates related to waste management.,[],0.0,llm
a0,Bunduq2023,phase5,19,0,GRI 3,3-3,Waste Management,f,partial,standard,"Evidence mentions stakeholder collaboration (Bolisaty platform, KPIs) but lacks explicit linkage to how stakeholder input informed effectiveness of actions.","[""Bunduq2023__c_0051"", ""Bunduq2023__c_0052""]",0.0,llm
a0,Bunduq2023,phase5,20,0,GRI 3,3-3,Water and Effluents Management,a,no_evidence,standard,"No explicit description of impacts on economy, environment, or people (including human rights) related to water management.",[],0.0,llm
a0,Bunduq2023,phase5,20,0,GRI 3,3-3,Water and Effluents Management,b,no_evidence,standard,No explicit statement on involvement in negative impacts through activities or business relationships.,[],0.0,llm
a0,Bunduq2023,phase5,20,0,GRI 3,3-3,Water and Effluents Management,c,pass,standard,Policies on water conservation and stewardship are described in chunks 0056 and 0057.,"[""Bunduq2023__c_0056"", ""Bunduq2023__c_0057""]",0.0,llm
a0,Bunduq2023,phase5,20,0,GRI 3,3-3,Water and Effluents Management,d.i,pass,standard,Water conservation initiatives and stewardship culture are described in chunks 0056 and 0057.,"[""Bunduq2023__c_0056"", ""Bunduq2023__c_0057""]",0.0,llm
a0,Bunduq2023,phase5,20,0,GRI 3,3-3,Water and Effluents Management,d.ii,no_evidence,standard,No explicit description of actions to address actual negative impacts or remediation efforts.,[],0.0,llm
a0,Bunduq2023,phase5,20,0,GRI 3,3-3,Water and Effluents Management,d.iii,no_evidence,standard,No explicit description of actions to manage positive impacts related to water management.,[],0.0,llm
a0,Bunduq2023,phase5,20,0,GRI 3,3-3,Water and Effluents Management,e.i,no_evidence,standard,No explicit processes for tracking effectiveness of water management actions are described.,"[""Bunduq2023__c_0056"", ""Bunduq2023__c_0057""]",0.0,llm
a0,Bunduq2023,phase5,20,0,GRI 3,3-3,Water and Effluents Management,e.ii,no_evidence,standard,"No goals, targets, or indicators for evaluating water management progress are reported.","[""Bunduq2023__c_0056"", ""Bunduq2023__c_0057""]",0.0,llm
a0,Bunduq2023,phase5,20,0,GRI 3,3-3,Water and Effluents Management,e.iii,no_evidence,standard,No evaluation of action effectiveness or progress toward water management goals is provided.,"[""Bunduq2023__c_0056"", ""Bunduq2023__c_0057""]",0.0,llm
a0,Bunduq2023,phase5,20,0,GRI 3,3-3,Water and Effluents Management,e.iv,no_evidence,standard,No lessons learned or policy updates related to water management are mentioned.,"[""Bunduq2023__c_0056"", ""Bunduq2023__c_0057""]",0.0,llm
a0,Bunduq2023,phase5,20,0,GRI 3,3-3,Water and Effluents Management,f,no_evidence,standard,No evidence of stakeholder engagement informing actions or effectiveness evaluation for water management.,"[""Bunduq2023__c_0056"", ""Bunduq2023__c_0057""]",0.0,llm
a0,Bunduq2023,phase5,21,0,GRI 3,3-3,Workforce Nationalization,a,no_evidence,standard,"No explicit description of impacts on economy, environment, people, or human rights related to workforce nationalization.",[],0.0,llm
a0,Bunduq2023,phase5,21,0,GRI 3,3-3,Workforce Nationalization,b,no_evidence,standard,No mention of involvement in negative impacts through activities or business relationships.,[],0.0,llm
a0,Bunduq2023,phase5,21,0,GRI 3,3-3,Workforce Nationalization,c,pass,standard,"Explicitly states policies on workforce nationalization (e.g., succession planning, talent development).","[""Bunduq2023__c_0086"", ""Bunduq2023__c_0087""]",0.0,llm
a0,Bunduq2023,phase5,21,0,GRI 3,3-3,Workforce Nationalization,d.i,pass,standard,"Describes actions (succession planning, training) to manage workforce nationalization impacts.","[""Bunduq2023__c_0086"", ""Bunduq2023__c_0087""]",0.0,llm
a0,Bunduq2023,phase5,21,0,GRI 3,3-3,Workforce Nationalization,d.ii,no_evidence,standard,No mention of addressing actual negative impacts or remediation efforts.,[],0.0,llm
a0,Bunduq2023,phase5,21,0,GRI 3,3-3,Workforce Nationalization,d.iii,pass,standard,"Describes actions (talent development, leadership training) to manage positive impacts.","[""Bunduq2023__c_0086"", ""Bunduq2023__c_0087""]",0.0,llm
a0,Bunduq2023,phase5,21,0,GRI 3,3-3,Workforce Nationalization,e.i,no_evidence,standard,No explicit description of processes used to track effectiveness of actions related to workforce nationalization.,"[""Bunduq2023__c_0086"", ""Bunduq2023__c_0087""]",0.0,llm
a0,Bunduq2023,phase5,21,0,GRI 3,3-3,Workforce Nationalization,e.ii,no_evidence,standard,"No mention of goals, targets, or indicators for evaluating progress on workforce nationalization.","[""Bunduq2023__c_0086"", ""Bunduq2023__c_0087""]",0.0,llm
a0,Bunduq2023,phase5,21,0,GRI 3,3-3,Workforce Nationalization,e.iii,no_evidence,standard,No evaluation of effectiveness or progress toward goals/targets for workforce nationalization actions.,"[""Bunduq2023__c_0086"", ""Bunduq2023__c_0087""]",0.0,llm
a0,Bunduq2023,phase5,21,0,GRI 3,3-3,Workforce Nationalization,e.iv,no_evidence,standard,No mention of lessons learned or policy/procedure updates related to workforce nationalization.,"[""Bunduq2023__c_0086"", ""Bunduq2023__c_0087""]",0.0,llm
a0,Bunduq2023,phase5,21,0,GRI 3,3-3,Workforce Nationalization,f,no_evidence,standard,No evidence of stakeholder engagement informing actions or effectiveness evaluation for 'Workforce Nationalization'.,"[""Bunduq2023__c_0086"", ""Bunduq2023__c_0087""]",0.0,llm
a0,Bunduq2023,phase6,23,0,GRI 205: Anti-corruption 2016,205-3,Business Ethics and Integrity Practices,a,no_evidence,standard,No evidence of confirmed corruption incidents is provided in the chunks.,"[""Bunduq2023__c_0016""]",0.0,cache
a0,Bunduq2023,phase6,23,0,GRI 205: Anti-corruption 2016,205-3,Business Ethics and Integrity Practices,b,no_evidence,standard,No evidence of employee dismissals or disciplinary actions for corruption is provided.,"[""Bunduq2023__c_0016""]",0.0,cache
a0,Bunduq2023,phase6,23,0,GRI 205: Anti-corruption 2016,205-3,Business Ethics and Integrity Practices,c,no_evidence,standard,No evidence of contract terminations related to corruption is provided.,"[""Bunduq2023__c_0016""]",0.0,cache
a0,Bunduq2023,phase6,23,0,GRI 205: Anti-corruption 2016,205-3,Business Ethics and Integrity Practices,d,no_evidence,standard,No evidence of public legal cases related to corruption is provided.,"[""Bunduq2023__c_0016""]",0.0,cache
a0,Bunduq2023,phase6,24,0,GRI 406: Non-discrimination 2016,406-1,Business Ethics and Integrity Practices,a,no_evidence,standard,No explicit mention of total discrimination incidents in the reporting period.,"[""Bunduq2023__c_0100""]",0.0,cache
a0,Bunduq2023,phase6,24,0,GRI 406: Non-discrimination 2016,406-1,Business Ethics and Integrity Practices,b.i,no_evidence,standard,No evidence on whether incidents were reviewed by the organization.,"[""Bunduq2023__c_0100""]",0.0,cache
a0,Bunduq2023,phase6,24,0,GRI 406: Non-discrimination 2016,406-1,Business Ethics and Integrity Practices,b.ii,no_evidence,standard,No evidence on remediation plans for discrimination incidents.,"[""Bunduq2023__c_0100""]",0.0,cache
a0,Bunduq2023,phase6,24,0,GRI 406: Non-discrimination 2016,406-1,Business Ethics and Integrity Practices,b.iii,no_evidence,standard,No evidence on implemented remediation results reviewed.,"[""Bunduq2023__c_0100""]",0.0,cache
a0,Bunduq2023,phase6,24,0,GRI 406: Non-discrimination 2016,406-1,Business Ethics and Integrity Practices,b.iv,no_evidence,standard,No evidence on incidents no longer subject to action.,"[""Bunduq2023__c_0100""]",0.0,cache
a0,Bunduq2023,phase6,25,0,GRI 406: Non-discrimination 2016,406-1,Employment Practices and Employee Welfare,a,no_evidence,standard,No explicit mention of total discrimination incidents in the reporting period.,"[""Bunduq2023__c_0100""]",0.0,cache
a0,Bunduq2023,phase6,25,0,GRI 406: Non-discrimination 2016,406-1,Employment Practices and Employee Welfare,b.i,no_evidence,standard,No evidence on whether incidents were reviewed by the organization.,"[""Bunduq2023__c_0100""]",0.0,cache
a0,Bunduq2023,phase6,25,0,GRI 406: Non-discrimination 2016,406-1,Employment Practices and Employee Welfare,b.ii,no_evidence,standard,No evidence on remediation plans for discrimination incidents.,"[""Bunduq2023__c_0100""]",0.0,cache
a0,Bunduq2023,phase6,25,0,GRI 406: Non-discrimination 2016,406-1,Employment Practices and Employee Welfare,b.iii,no_evidence,standard,No evidence on implemented remediation results reviewed.,"[""Bunduq2023__c_0100""]",0.0,cache
a0,Bunduq2023,phase6,25,0,GRI 406: Non-discrimination 2016,406-1,Employment Practices and Employee Welfare,b.iv,no_evidence,standard,No evidence on incidents no longer subject to action.,"[""Bunduq2023__c_0100""]",0.0,cache
a0,Bunduq2023,phase6,26,0,GRI 302: Energy 2016,302-1,Energy Management,a,no_evidence,standard,No explicit data on non-renewable fuel consumption in joules or multiples.,"[""Bunduq2023__c_0041"", ""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,26,0,GRI 302: Energy 2016,302-1,Energy Management,b,no_evidence,standard,No explicit data on renewable fuel consumption in joules or multiples.,"[""Bunduq2023__c_0041"", ""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,26,0,GRI 302: Energy 2016,302-1,Energy Management,c.i,no_evidence,standard,No explicit data on total electricity consumption in joules or watt-hours.,"[""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,26,0,GRI 302: Energy 2016,302-1,Energy Management,c.ii,no_evidence,standard,No explicit data on total heating consumption in joules or watt-hours.,"[""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,26,0,GRI 302: Energy 2016,302-1,Energy Management,c.iii,no_evidence,standard,No explicit data on total cooling consumption in joules or watt-hours.,"[""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,26,0,GRI 302: Energy 2016,302-1,Energy Management,c.iv,no_evidence,standard,No explicit data on total steam consumption in joules or watt-hours.,"[""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,26,0,GRI 302: Energy 2016,302-1,Energy Management,d.i,no_evidence,standard,No quantitative data on electricity sold in joules/watt-hours is provided.,"[""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,26,0,GRI 302: Energy 2016,302-1,Energy Management,d.ii,no_evidence,standard,No quantitative data on heating sold in joules/watt-hours is provided.,"[""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,26,0,GRI 302: Energy 2016,302-1,Energy Management,d.iii,no_evidence,standard,No quantitative data on cooling sold in joules/watt-hours is provided.,"[""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,26,0,GRI 302: Energy 2016,302-1,Energy Management,d.iv,no_evidence,standard,No quantitative data on steam sold in joules/watt-hours is provided.,"[""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,26,0,GRI 302: Energy 2016,302-1,Energy Management,e,no_evidence,standard,No explicit total energy consumption values in joules or multiples are reported.,"[""Bunduq2023__c_0041"", ""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,26,0,GRI 302: Energy 2016,302-1,Energy Management,f,pass,standard,ISO 50001 standard is explicitly mentioned as a methodology.,"[""Bunduq2023__c_0041""]",0.0,cache
a0,Bunduq2023,phase6,26,0,GRI 302: Energy 2016,302-1,Energy Management,g,no_evidence,standard,Evidence chunks do not mention the source of conversion factors used for energy consumption calculations.,"[""Bunduq2023__c_0041"", ""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,27,0,GRI 302: Energy 2016,302-3,Energy Management,a,no_evidence,standard,No explicit energy intensity ratio is reported for the organization.,"[""Bunduq2023__c_0041"", ""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,27,0,GRI 302: Energy 2016,302-3,Energy Management,b,no_evidence,standard,The denominator metric for the energy intensity ratio is not explicitly described.,"[""Bunduq2023__c_0041"", ""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,27,0,GRI 302: Energy 2016,302-3,Energy Management,c,pass,standard,"Types of energy (direct: stationary combustion, mobile sources; indirect: electricity) are explicitly listed.","[""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,27,0,GRI 302: Energy 2016,302-3,Energy Management,d,no_evidence,standard,No information is provided on whether energy consumption inside or outside the organization is included.,"[""Bunduq2023__c_0041"", ""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,28,0,GRI 302: Energy 2016,302-4,Energy Management,a,no_evidence,standard,No specific numerical reductions in joules or multiples are reported.,"[""Bunduq2023__c_0041"", ""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,28,0,GRI 302: Energy 2016,302-4,Energy Management,b,no_evidence,standard,"Energy types (fuel, electricity) are mentioned, but not explicitly linked to reductions.","[""Bunduq2023__c_0041"", ""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,28,0,GRI 302: Energy 2016,302-4,Energy Management,c,no_evidence,standard,No explicit baseline year or calculation rationale is provided.,"[""Bunduq2023__c_0041"", ""Bunduq2023__c_0042""]",0.0,cache
a0,Bunduq2023,phase6,28,0,GRI 302: Energy 2016,302-4,Energy Management,d,pass,standard,ISO 50001 and external consultant methodology are explicitly cited.,"[""Bunduq2023__c_0041""]",0.0,cache
a0,Bunduq2023,phase6,29,0,GRI 305: Emissions 2016,305-1,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",a,no_evidence,standard,No evidence of Scope 1 GHG emissions quantification in metric tons CO2e.,"[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,29,0,GRI 305: Emissions 2016,305-1,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",b,no_evidence,standard,No mention of specific gases included in Scope 1 calculations.,"[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,29,0,GRI 305: Emissions 2016,305-1,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",c,no_evidence,standard,No biogenic CO2 emissions data reported in metric tons CO2e.,"[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,29,0,GRI 305: Emissions 2016,305-1,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",d.i,no_evidence,standard,No base year or rationale for its selection mentioned.,"[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,29,0,GRI 305: Emissions 2016,305-1,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",d.ii,no_evidence,standard,No base year emissions data quantified.,"[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,29,0,GRI 305: Emissions 2016,305-1,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",d.iii,no_evidence,standard,No context for emissions changes or recalculations provided.,"[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,29,0,GRI 305: Emissions 2016,305-1,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",e,no_evidence,standard,"No mention of emission factors, GWP sources, or references to GWP in the evidence chunks.","[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,29,0,GRI 305: Emissions 2016,305-1,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",f,no_evidence,standard,"No discussion of consolidation approaches (equity, financial, operational control) in the evidence.","[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,29,0,GRI 305: Emissions 2016,305-1,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",g,no_evidence,standard,"No mention of GHG-specific standards, methodologies, or calculation tools for Scope 1 emissions.","[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,30,0,GRI 305: Emissions 2016,305-2,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",a,no_evidence,standard,No evidence of location-based Scope 2 GHG emissions data in metric tons of CO2e.,[],0.0,cache
a0,Bunduq2023,phase6,30,0,GRI 305: Emissions 2016,305-2,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",b,no_evidence,standard,No evidence of market-based Scope 2 GHG emissions data or applicability.,[],0.0,cache
a0,Bunduq2023,phase6,30,0,GRI 305: Emissions 2016,305-2,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",c,no_evidence,standard,No evidence of gases included in Scope 2 GHG calculations.,[],0.0,cache
a0,Bunduq2023,phase6,30,0,GRI 305: Emissions 2016,305-2,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",d.i,no_evidence,standard,No evidence of base year rationale for Scope 2 GHG calculations.,[],0.0,cache
a0,Bunduq2023,phase6,30,0,GRI 305: Emissions 2016,305-2,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",d.ii,no_evidence,standard,No evidence of base year emissions data for Scope 2 GHG calculations.,[],0.0,cache
a0,Bunduq2023,phase6,30,0,GRI 305: Emissions 2016,305-2,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",d.iii,no_evidence,standard,No evidence of context for base year recalculations in Scope 2 GHG data.,[],0.0,cache
a0,Bunduq2023,phase6,30,0,GRI 305: Emissions 2016,305-2,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",e,no_evidence,standard,"No mention of emission factors, GWP sources, or references to GWP in the evidence chunks.","[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,30,0,GRI 305: Emissions 2016,305-2,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",f,no_evidence,standard,"No discussion of consolidation approaches (equity, financial, operational control) in the evidence.","[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,30,0,GRI 305: Emissions 2016,305-2,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",g,no_evidence,standard,"No mention of GHG-specific standards, methodologies, or calculation tools for Scope 1 emissions.","[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,31,0,GRI 305: Emissions 2016,305-4,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",a,no_evidence,standard,No GHG emissions intensity ratio is mentioned in the evidence.,"[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,31,0,GRI 305: Emissions 2016,305-4,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",b,no_evidence,standard,No organization-specific metric for the intensity ratio is described.,"[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,31,0,GRI 305: Emissions 2016,305-4,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",c,no_evidence,standard,"Scope classifications (1, 2, 3) are not addressed in the evidence.","[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,31,0,GRI 305: Emissions 2016,305-4,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",d,no_evidence,standard,"Specific GHG gases (CO2, CH4, etc.) are not listed in the evidence.","[""Bunduq2023__c_0064"", ""Bunduq2023__c_0065""]",0.0,cache
a0,Bunduq2023,phase6,32,0,GRI 305: Emissions 2016,305-5,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",a,no_evidence,standard,No mention of GHG emission reductions or metric tons of CO2e achieved through initiatives.,"[""Bunduq2023__c_0003""]",0.0,cache
a0,Bunduq2023,phase6,32,0,GRI 305: Emissions 2016,305-5,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",b,no_evidence,standard,"No explicit statement on gases included in GHG calculations (e.g., CO2, CH4).","[""Bunduq2023__c_0003""]",0.0,cache
a0,Bunduq2023,phase6,32,0,GRI 305: Emissions 2016,305-5,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",c,no_evidence,standard,No base year or baseline for GHG emissions reduction is specified.,"[""Bunduq2023__c_0003""]",0.0,cache
a0,Bunduq2023,phase6,32,0,GRI 305: Emissions 2016,305-5,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",d,no_evidence,standard,"No mention of scopes (1, 2, or 3) where reductions occurred.","[""Bunduq2023__c_0003""]",0.0,cache
a0,Bunduq2023,phase6,32,0,GRI 305: Emissions 2016,305-5,"Greenhouse Gas (GHG) Emissions, Climate Resilience and Adaptation Strategy and Flaring",e,no_evidence,standard,"No standards, methodologies, or tools for GHG calculations are referenced.","[""Bunduq2023__c_0003""]",0.0,cache
a0,Bunduq2023,phase6,33,0,GRI 306: Waste 2020,306-1,Waste Management,a.i,no_evidence,standard,No verdict produced.,[],,llm
a0,Bunduq2023,phase6,33,0,GRI 306: Waste 2020,306-1,Waste Management,a.ii,no_evidence,standard,"No evidence mentions water discharge quality or treatment methods; chunks focus on waste management, not water discharge.",[],0.0,cache
a0,Bunduq2023,phase6,33,0,GRI 306: Waste 2020,306-1,Waste Management,a.iii,no_evidence,standard,No verdict produced.,[],,llm
a0,Bunduq2023,phase6,33,0,GRI 306: Waste 2020,306-1,Waste Management,b,no_evidence,standard,No verdict produced.,[],,llm
a0,Bunduq2023,phase6,33,1,GRI 306: Waste 2020,306-1,Waste Management,a.i,no_evidence,standard,No verdict produced.,[],,llm
a0,Bunduq2023,phase6,33,1,GRI 306: Waste 2020,306-1,Waste Management,a.ii,no_evidence,standard,"No evidence mentions water discharge quality or treatment methods; chunks focus on waste management, not water discharge.",[],0.0,cache
