report_id,phase,disclosure_id,material_topic,requirement_id,occurrence_idx,standard_id,a0_status,a0_decision_path,a0_rationale,a0_citations_json,a0_confidence,a0_source,a1_status,a1_decision_path,a1_rationale,a1_citations_json,a1_confidence,a1_source,a2_status,a2_decision_path,a2_rationale,a2_citations_json,a2_confidence,a2_source,v_new_status,v_new_decision_path,v_new_rationale,v_new_citations_json,v_new_confidence,v_new_source,a0_status_resolved,a1_status_resolved,a2_status_resolved,v_new_status_resolved,any_disagree_primary,any_unrecoverable_primary,any_gci_error,disagreement_pattern
Bangchak2025,phase6,403-3,Occupational health and safety,a,0,GRI 403: Occupational Health and Safety 2018,partial,standard,"The report describes health check-ups, emergency drills, and quality assurance (e.g., ISO 45001 audits) but lacks explicit details on how occupational health services directly identify/eliminate workplace hazards or ensure universal access.","[""Bangchak2025__c_0272"", ""Bangchak2025__c_0273"", ""Bangchak2025__c_0276"", ""Bangchak2025__c_0278"", ""Bangchak2025__c_0280""]",0.7,cache,pass,standard,"Evidence describes occupational health functions (e.g., medical rooms, annual check-ups, health promotion) and quality assurance (committees, specialist evaluations). Access is facilitated via free medical services and contractor health checks.","[""Bangchak2025__c_0280"", ""Bangchak2025__c_0276"", ""Bangchak2025__c_0278"", ""Bangchak2025__c_0279"", ""Bangchak2025__c_0271""]",0.95,cache,pass,standard,"Evidence describes occupational health functions (screening, emergency drills, health check-ups), quality assurance (ISO 45001 audits, specialist oversight), and access (100% coverage of employees/contractors).","[""Bangchak2025__c_0272"", ""Bangchak2025__c_0276"", ""Bangchak2025__c_0280"", ""Bangchak2025__c_0278"", ""Bangchak2025__c_0273""]",0.0,cache,partial,standard,"The report describes health check-ups and risk assessments but lacks explicit details on how these functions contribute to hazard elimination and risk minimization, and how quality is ensured beyond mentioning specialists.","[""Bangchak2025__c_0276"", ""Bangchak2025__c_0280""]",0.0,cache,partial,pass,pass,partial,True,False,False,partial|pass|pass|partial
Bangchak2025,phase6,403-4,Occupational health and safety,b,0,GRI 403: Occupational Health and Safety 2018,pass,standard,"Formal committee with 50%+ employee reps, monthly meetings, and no explicit exclusion of workers from representation.","[""Bangchak2025__c_0278"", ""Bangchak2025__c_0274"", ""Bangchak2025__c_0276"", ""Bangchak2025__c_0272"", ""Bangchak2025__c_0273""]",0.95,cache,partial,standard,"Committee existence, meeting frequency, and representation are described, but decision-making authority and unrepresented workers are not addressed.","[""Bangchak2025__c_0278"", ""Bangchak2025__c_0274"", ""Bangchak2025__c_0282"", ""Bangchak2025__c_0276"", ""Bangchak2025__c_0272""]",0.0,cache,partial,standard,The report mentions the Safety Committee's structure and monthly meetings but does not explicitly detail decision-making authority or unrepresented workers.,"[""Bangchak2025__c_0278""]",0.7,cache,partial,standard,The report mentions a committee with 50% employee representation and monthly meetings but does not explicitly describe decision-making authority or unrepresented workers.,"[""Bangchak2025__c_0278"", ""Bangchak2025__c_0274""]",0.7,cache,pass,partial,partial,partial,True,False,False,pass|partial|partial|partial
Bangchak2025,phase6,403-8,Occupational health and safety,a.i,0,GRI 403: Occupational Health and Safety 2018,pass,standard,Evidence explicitly states 100% coverage of contractors under the SHEE system (chunk 0272).,"[""Bangchak2025__c_0272""]",0.0,cache,no_evidence,standard,"Evidence confirms the existence of an occupational health and safety management system (e.g., ISO 45001, PSM) but does not report numbers/percentages of non-employee workers covered.","[""Bangchak2025__c_0272"", ""Bangchak2025__c_0273"", ""Bangchak2025__c_0283"", ""Bangchak2025__c_0276"", ""Bangchak2025__c_0278""]",0.0,cache,pass,standard,Evidence explicitly states 100% coverage of employees and contractors under the SHEE management system (chunk 0272).,"[""Bangchak2025__c_0272""]",0.95,cache,no_evidence,standard,No chunks explicitly report the number/percentage of non-employee workers covered by the system.,"[""Bangchak2025__c_0272"", ""Bangchak2025__c_0283"", ""Bangchak2025__c_0273"", ""Bangchak2025__c_0276"", ""Bangchak2025__c_0281""]",0.0,cache,pass,no_evidence,pass,no_evidence,True,False,False,pass|no_evidence|pass|no_evidence
Bangchak2025,phase6,403-8,Occupational health and safety,a.ii,0,GRI 403: Occupational Health and Safety 2018,pass,standard,"Internal audits (safety walk-throughs, monthly Safety Committee meetings) are explicitly mentioned (chunk 0272).","[""Bangchak2025__c_0272""]",0.0,cache,no_evidence,standard,"Internal audits are mentioned (e.g., monthly Safety Committee reviews, ISO 45001 assessments), but no data on coverage of non-employee workers is provided.","[""Bangchak2025__c_0272"", ""Bangchak2025__c_0276"", ""Bangchak2025__c_0278"", ""Bangchak2025__c_0283"", ""Bangchak2025__c_0271""]",0.0,cache,pass,standard,"Internal audits (safety walk-throughs, monthly meetings) and external ISO 45001 audits ensure system coverage (chunk 0272).","[""Bangchak2025__c_0272""]",0.95,cache,no_evidence,standard,No chunks explicitly report the number/percentage of non-employee workers covered by an internally audited system.,"[""Bangchak2025__c_0272"", ""Bangchak2025__c_0283"", ""Bangchak2025__c_0273"", ""Bangchak2025__c_0276"", ""Bangchak2025__c_0281""]",0.0,cache,pass,no_evidence,pass,no_evidence,True,False,False,pass|no_evidence|pass|no_evidence
Bangchak2025,phase6,403-8,Occupational health and safety,a.iii,0,GRI 403: Occupational Health and Safety 2018,pass,standard,External audits (ISO 45001 assessments) are explicitly conducted (chunk 0272).,"[""Bangchak2025__c_0272""]",0.0,cache,no_evidence,standard,"External audits (e.g., ISO 45001) are referenced, but no quantitative data on non-employee worker coverage under the system is disclosed.","[""Bangchak2025__c_0272"", ""Bangchak2025__c_0273"", ""Bangchak2025__c_0283"", ""Bangchak2025__c_0276"", ""Bangchak2025__c_0278""]",0.0,cache,pass,standard,External audits (ISO 45001) and 100% coverage of employees/contractors confirm system certification (chunk 0272).,"[""Bangchak2025__c_0272""]",0.95,cache,no_evidence,standard,No chunks explicitly report the number/percentage of non-employee workers covered by an externally audited/certified system.,"[""Bangchak2025__c_0272"", ""Bangchak2025__c_0283"", ""Bangchak2025__c_0273"", ""Bangchak2025__c_0276"", ""Bangchak2025__c_0281""]",0.0,cache,pass,no_evidence,pass,no_evidence,True,False,False,pass|no_evidence|pass|no_evidence
Bangchak2025,phase6,402-1,Employment Practices,a,0,GRI 402: Labor/Management Relations 2016,partial,standard,Evidence mentions 60-day notice for workforce reduction but does not specify 'typical' notice periods for all significant operational changes.,"[""Bangchak2025__c_0340""]",0.0,cache,partial,standard,"Evidence mentions 60-day notice for workforce reduction but does not specify weeks, which is required by the disclosure.","[""Bangchak2025__c_0340""]",0.0,cache,partial,standard,"Evidence mentions 60-day notice period but not in weeks, which is required.","[""Bangchak2025__c_0340""]",0.0,cache,pass,standard,"Evidence explicitly states 'advance notice of not less than 60 days' (≈8.57 weeks) for workforce reductions, fulfilling the minimum notice requirement.","[""Bangchak2025__c_0340""]",0.0,cache,partial,partial,partial,pass,True,False,False,partial|partial|partial|pass
Bangchak2025,phase6,404-3,Employment Practices,a,0,GRI 404: Training and Education 2016,pass,standard,Evidence explicitly states percentages by gender (male/female ≥90%) and employee level (operational/administrative/managerial ≥90%).,"[""Bangchak2025__c_0342""]",0.0,cache,pass,standard,Evidence explicitly states percentages by gender (male/female ≥90%) and employee level (operational/administrative/managerial ≥90%).,"[""Bangchak2025__c_0342""]",0.0,cache,partial,standard,"Evidence provides percentages by gender and employee level but does not explicitly mention 'career development review' or confirm receipt of reviews, only system access/utilization.","[""Bangchak2025__c_0342""]",0.0,cache,partial,standard,"Evidence provides percentages by gender and employee level but does not explicitly mention 'career development review' or confirm receipt of reviews, only system access/utilization.","[""Bangchak2025__c_0342""]",0.0,cache,pass,pass,partial,partial,True,False,False,pass|pass|partial|partial
Bangchak2025,phase6,406-1,Non-discrimination and equal opportunity,b.i,0,GRI 406: Non-discrimination 2016,no_evidence,standard,No evidence of specific incidents reviewed by the organization.,[],0.0,cache,pass,condition_not_applicable,"No incidents reported, so condition (existence of incidents) not met.","[""Bangchak2025__c_0362""]",0.0,cache,pass,reported_non_existence,"No discrimination incidents reported, so no actions taken to review.","[""Bangchak2025__c_0362""]",0.0,cache,no_evidence,standard,No evidence provided about incident reviews or actions taken.,[],0.0,cache,no_evidence,pass,pass,no_evidence,True,False,False,no_evidence|pass|pass|no_evidence
Bangchak2025,phase6,406-1,Non-discrimination and equal opportunity,b.ii,0,GRI 406: Non-discrimination 2016,no_evidence,standard,No evidence of remediation plans being implemented.,[],0.0,cache,pass,condition_not_applicable,"No incidents reported, so condition (existence of incidents) not met.","[""Bangchak2025__c_0362""]",0.0,cache,pass,reported_non_existence,No incidents exist to implement remediation plans.,"[""Bangchak2025__c_0362""]",0.0,cache,no_evidence,standard,No evidence provided about remediation plans implementation.,[],0.0,cache,no_evidence,pass,pass,no_evidence,True,False,False,no_evidence|pass|pass|no_evidence
Bangchak2025,phase6,406-1,Non-discrimination and equal opportunity,b.iii,0,GRI 406: Non-discrimination 2016,no_evidence,standard,No evidence of implemented remediation plans with reviewed results.,[],0.0,cache,pass,condition_not_applicable,"No incidents reported, so condition (existence of incidents) not met.","[""Bangchak2025__c_0362""]",0.0,cache,pass,reported_non_existence,No incidents to review through internal processes.,"[""Bangchak2025__c_0362""]",0.0,cache,no_evidence,standard,No evidence provided about completed remediation reviews.,[],0.0,cache,no_evidence,pass,pass,no_evidence,True,False,False,no_evidence|pass|pass|no_evidence
Bangchak2025,phase6,406-1,Non-discrimination and equal opportunity,b.iv,0,GRI 406: Non-discrimination 2016,no_evidence,standard,No evidence of incidents no longer subject to action.,[],0.0,cache,pass,condition_not_applicable,"No incidents reported, so condition (existence of incidents) not met.","[""Bangchak2025__c_0362""]",0.0,cache,pass,reported_non_existence,No incidents remain unresolved or active.,"[""Bangchak2025__c_0362""]",0.0,cache,no_evidence,standard,No evidence provided about incidents no longer requiring action.,[],0.0,cache,no_evidence,pass,pass,no_evidence,True,False,False,no_evidence|pass|pass|no_evidence
Bangchak2025,phase6,409-1,Forced labor and modern slavery,a.i,0,GRI 409: Forced or Compulsory Labor 2016,no_evidence,standard,No specific operations or suppliers are named as high-risk for forced labor. Policies exist but lack concrete examples.,"[""Bangchak2025__c_0352"", ""Bangchak2025__c_0350"", ""Bangchak2025__c_0347"", ""Bangchak2025__c_0348"", ""Bangchak2025__c_0362""]",0.0,cache,no_evidence,standard,"No explicit identification of specific operations/suppliers at significant risk for forced labor. General policies and assessments mentioned, but no named entities.","[""Bangchak2025__c_0354"", ""Bangchak2025__c_0353"", ""Bangchak2025__c_0352"", ""Bangchak2025__c_0344"", ""Bangchak2025__c_0356""]",0.0,cache,no_evidence,standard,"No explicit identification of operations/suppliers with significant forced labor risks. General policies mentioned, but not specific risk areas.","[""Bangchak2025__c_0343"", ""Bangchak2025__c_0345"", ""Bangchak2025__c_0352"", ""Bangchak2025__c_0355"", ""Bangchak2025__c_0357""]",0.0,cache,partial,standard,Mentions stakeholder groups including suppliers in risk assessments but lacks specific operation/supplier details.,"[""Bangchak2025__c_0354"", ""Bangchak2025__c_0352""]",0.0,cache,no_evidence,no_evidence,no_evidence,partial,True,False,False,no_evidence|no_evidence|no_evidence|partial
Bangchak2025,phase6,409-1,Forced labor and modern slavery,a.ii,0,GRI 409: Forced or Compulsory Labor 2016,no_evidence,standard,No specific countries or geographic areas are identified as high-risk for forced labor. General references to 'high-risk areas' lack specificity.,"[""Bangchak2025__c_0356"", ""Bangchak2025__c_0360"", ""Bangchak2025__c_0352"", ""Bangchak2025__c_0347"", ""Bangchak2025__c_0350""]",0.0,cache,no_evidence,standard,"No explicit mention of geographic areas with significant forced labor risks. General references to risk assessments, but no named regions.","[""Bangchak2025__c_0352"", ""Bangchak2025__c_0360"", ""Bangchak2025__c_0356"", ""Bangchak2025__c_0343"", ""Bangchak2025__c_0345""]",0.0,cache,no_evidence,standard,"No explicit mention of geographic areas with significant forced labor risks. General risk groups listed, but not locations.","[""Bangchak2025__c_0343"", ""Bangchak2025__c_0345"", ""Bangchak2025__c_0352"", ""Bangchak2025__c_0355"", ""Bangchak2025__c_0357""]",0.0,cache,partial,standard,References supplier risk assessments but does not explicitly name geographic areas at risk.,"[""Bangchak2025__c_0352"", ""Bangchak2025__c_0355""]",0.0,cache,no_evidence,no_evidence,no_evidence,partial,True,False,False,no_evidence|no_evidence|no_evidence|partial
Bangchak2025,phase6,409-1,Forced labor and modern slavery,b,0,GRI 409: Forced or Compulsory Labor 2016,no_evidence,standard,No verdict produced.,[],,llm,no_evidence,standard,No verdict produced.,[],,llm,pass,standard,"Measures like human rights due diligence, impact assessments, and remediation mechanisms are explicitly described as actions taken.","[""Bangchak2025__c_0347"", ""Bangchak2025__c_0348"", ""Bangchak2025__c_0349"", ""Bangchak2025__c_0350"", ""Bangchak2025__c_0362""]",0.0,cache,pass,standard,"Describes due diligence, training, and remediation mechanisms targeting forced labor elimination.","[""Bangchak2025__c_0348"", ""Bangchak2025__c_0362"", ""Bangchak2025__c_0352""]",0.0,cache,no_evidence,no_evidence,pass,pass,True,False,False,no_evidence|no_evidence|pass|pass
Bangchak2025,phase6,413-1,Local communities,a.viii,0,GRI 413: Local Communities 2016,pass,standard,Evidence explicitly describes formal grievance processes with multiple channels and response protocols.,"[""Bangchak2025__c_0284"", ""Bangchak2025__c_0285"", ""Bangchak2025__c_0293"", ""Bangchak2025__c_0298"", ""Bangchak2025__c_0303""]",0.0,cache,partial,standard,Evidence mentions a 'systematic grievance management process' (chunk 0284) but does not quantify the percentage of operations with formal grievance mechanisms.,"[""Bangchak2025__c_0284""]",0.0,cache,no_evidence,standard,"Formal grievance processes are described (e.g., call centers, complaint resolution), but no percentage of operations covered by these mechanisms is provided.","[""Bangchak2025__c_0284"", ""Bangchak2025__c_0285"", ""Bangchak2025__c_0293"", ""Bangchak2025__c_0298"", ""Bangchak2025__c_0300""]",0.0,cache,pass,standard,Chunk 0284 explicitly describes a systematic grievance management process for stakeholders.,"[""Bangchak2025__c_0284""]",0.0,cache,pass,partial,no_evidence,pass,True,False,False,pass|partial|no_evidence|pass
Bangchak2025,phase6,413-2,Local communities,a.i,0,GRI 413: Local Communities 2016,pass,standard,"The report explicitly states the location of operations (Bangchak Phra Khanong Refinery) and surrounding communities within 5km/1.5km radii in chunks 0284, 0287-0290.","[""Bangchak2025__c_0284"", ""Bangchak2025__c_0287"", ""Bangchak2025__c_0288"", ""Bangchak2025__c_0289"", ""Bangchak2025__c_0290""]",0.0,cache,no_evidence,standard,"No explicit mention of operations with significant negative impacts on communities, though locations like Phra Khanong and Bang Na are referenced without linking to adverse effects.","[""Bangchak2025__c_0287"", ""Bangchak2025__c_0288"", ""Bangchak2025__c_0289"", ""Bangchak2025__c_0290"", ""Bangchak2025__c_0284""]",0.0,cache,pass,standard,Evidence explicitly describes the location of operations (Bangchak Phra Khanong Refinery) and surrounding communities within 1.5-5 km radii.,"[""Bangchak2025__c_0284"", ""Bangchak2025__c_0287"", ""Bangchak2025__c_0288"", ""Bangchak2025__c_0289"", ""Bangchak2025__c_0290""]",0.0,cache,pass,standard,"Evidence explicitly mentions locations (Phra Khanong, Bang Na, etc.) and communities affected by operations.","[""Bangchak2025__c_0289"", ""Bangchak2025__c_0287"", ""Bangchak2025__c_0290"", ""Bangchak2025__c_0288"", ""Bangchak2025__c_0291""]",0.0,cache,pass,no_evidence,pass,pass,True,False,False,pass|no_evidence|pass|pass
Bangchak2025,phase6,411-1,Rights of indigenous peoples,a,0,GRI 411: Rights of Indigenous Peoples 2016,pass,reported_non_existence,Evidence explicitly states no incidents involving indigenous peoples or complaints related to them.,"[""Bangchak2025__c_0360"", ""Bangchak2025__c_0362""]",0.0,cache,pass,reported_non_existence,Evidence explicitly states no complaints involving indigenous peoples or human rights violations.,"[""Bangchak2025__c_0362"", ""Bangchak2025__c_0360""]",0.0,cache,no_evidence,standard,No explicit mention of the total number of incidents involving indigenous peoples' rights. The report states no complaints but does not quantify incidents.,"[""Bangchak2025__c_0360"", ""Bangchak2025__c_0362""]",0.0,cache,pass,reported_non_existence,Report explicitly states no complaints involving indigenous peoples or incidents of violations.,"[""Bangchak2025__c_0362"", ""Bangchak2025__c_0360""]",0.0,cache,pass,pass,no_evidence,pass,True,False,False,pass|pass|no_evidence|pass
Bangchak2025,phase6,411-1,Rights of indigenous peoples,b.i,0,GRI 411: Rights of Indigenous Peoples 2016,pass,condition_not_applicable,No incidents exist to review; evidence confirms no complaints or disputes involving rights violations.,"[""Bangchak2025__c_0360"", ""Bangchak2025__c_0362""]",0.0,cache,pass,reported_non_existence,"No incidents reported, so no actions to review.","[""Bangchak2025__c_0362"", ""Bangchak2025__c_0360""]",0.0,cache,no_evidence,standard,No specific incidents or reviews of incidents are mentioned. Policies exist but not applied to actual cases.,"[""Bangchak2025__c_0347"", ""Bangchak2025__c_0349""]",0.0,cache,no_evidence,standard,No evidence of incidents reviewed by the organization; report states no complaints existed.,"[""Bangchak2025__c_0362""]",0.0,cache,pass,pass,no_evidence,no_evidence,True,False,False,pass|pass|no_evidence|no_evidence
Bangchak2025,phase6,411-1,Rights of indigenous peoples,b.ii,0,GRI 411: Rights of Indigenous Peoples 2016,pass,condition_not_applicable,No incidents exist to implement remediation plans; evidence confirms no violations.,"[""Bangchak2025__c_0360"", ""Bangchak2025__c_0362""]",0.0,cache,pass,reported_non_existence,"No incidents reported, so no remediation plans.","[""Bangchak2025__c_0362"", ""Bangchak2025__c_0360""]",0.0,cache,no_evidence,standard,No explicit mention of remediation plans being implemented for any incidents.,"[""Bangchak2025__c_0349"", ""Bangchak2025__c_0362""]",0.0,cache,no_evidence,standard,No evidence of remediation plans being implemented; no incidents reported.,"[""Bangchak2025__c_0362""]",0.0,cache,pass,pass,no_evidence,no_evidence,True,False,False,pass|pass|no_evidence|no_evidence
Bangchak2025,phase6,411-1,Rights of indigenous peoples,b.iii,0,GRI 411: Rights of Indigenous Peoples 2016,pass,condition_not_applicable,No incidents exist to review remediation results; evidence confirms no violations.,"[""Bangchak2025__c_0360"", ""Bangchak2025__c_0362""]",0.0,cache,pass,reported_non_existence,"No incidents reported, so no implemented remediation.","[""Bangchak2025__c_0362"", ""Bangchak2025__c_0360""]",0.0,cache,no_evidence,standard,No details on implemented remediation plans or internal reviews of results.,"[""Bangchak2025__c_0349"", ""Bangchak2025__c_0350""]",0.0,cache,no_evidence,standard,No evidence of remediation plans implemented with results reviewed; no incidents reported.,"[""Bangchak2025__c_0362""]",0.0,cache,pass,pass,no_evidence,no_evidence,True,False,False,pass|pass|no_evidence|no_evidence
Bangchak2025,phase6,411-1,Rights of indigenous peoples,b.iv,0,GRI 411: Rights of Indigenous Peoples 2016,pass,condition_not_applicable,No incidents exist to declare as resolved; evidence confirms no violations.,"[""Bangchak2025__c_0360"", ""Bangchak2025__c_0362""]",0.0,cache,pass,reported_non_existence,"No incidents reported, so none resolved.","[""Bangchak2025__c_0362"", ""Bangchak2025__c_0360""]",0.0,cache,no_evidence,standard,No information on incidents no longer requiring action. The report states no complaints but not incident resolution.,"[""Bangchak2025__c_0360"", ""Bangchak2025__c_0362""]",0.0,cache,no_evidence,standard,No evidence of incidents no longer subject to action; no incidents reported.,"[""Bangchak2025__c_0362""]",0.0,cache,pass,pass,no_evidence,no_evidence,True,False,False,pass|pass|no_evidence|no_evidence
Bapco2023,phase3,2-1,__none__,b,0,GRI 2,pass,standard,Ownership (Kingdom of Bahrain) and legal form (B.S.C.) are mentioned.,"[""Bapco2023__c_0005"", ""Bapco2023__c_0006""]",0.0,cache,partial,standard,"Legal form 'B.S.C. (c)' is mentioned in Bapco2023__c_0005, but ownership details are absent.","[""Bapco2023__c_0005""]",0.0,cache,pass,standard,"Ownership (Royal Decree, Bahrain's energy arm) and legal form (B.S.C.) are detailed in Bapco2023__c_0006.","[""Bapco2023__c_0006""]",0.0,cache,pass,standard,Nature of ownership ('Kingdom of Bahrain's energy investment arm') and legal form ('B.S.C. (c)') are stated in chunks Bapco2023__c_0005 and Bapco2023__c_0006.,"[""Bapco2023__c_0005"", ""Bapco2023__c_0006""]",0.0,cache,pass,partial,pass,pass,True,False,False,pass|partial|pass|pass
Bapco2023,phase3,2-2,__none__,a,0,GRI 2,partial,standard,"Entities are mentioned as 'Operating Companies' selected based on materiality, but specific names are not listed.","[""Bapco2023__c_0005""]",0.7,llm,partial,standard,"Entities are mentioned as 'Operating Companies' selected based on materiality, but specific names are not listed.","[""Bapco2023__c_0005""]",0.7,llm,fail,standard,"The report does not explicitly list all entities included in its sustainability reporting, only stating that entities were selected based on materiality and data availability.","[""Bapco2023__c_0005""]",0.8,llm,fail,standard,"The report does not explicitly list all entities included in its sustainability reporting, only stating that entities were selected based on materiality and data availability.","[""Bapco2023__c_0005""]",0.8,llm,partial,partial,fail,fail,True,False,False,partial|partial|fail|fail
Bapco2023,phase3,2-5,__none__,b.i,0,GRI 2,partial,standard,KPMG's involvement is mentioned but no direct link/reference to assurance reports is provided.,"[""Bapco2023__c_0105""]",0.0,cache,pass,standard,"Assurance report details are explicitly provided in chunks (e.g., GHG, LTIR metrics assurance).","[""Bapco2023__c_0105"", ""Bapco2023__c_0104"", ""Bapco2023__c_0107""]",0.0,cache,no_evidence,standard,No link/reference to assurance reports is provided despite external assurance being conducted.,[],0.0,cache,partial,standard,Annexure references provided but no explicit link to external assurance reports.,"[""Bapco2023__c_0105""]",0.0,cache,partial,pass,no_evidence,partial,True,False,False,partial|pass|no_evidence|partial
Bapco2023,phase3,2-5,__none__,b.ii,0,GRI 2,pass,standard,"Describes assured metrics (GHG, LTIR, Diversity), GRI Standards, ISAE 3000, and limitations.","[""Bapco2023__c_0105"", ""Bapco2023__c_0106""]",0.0,cache,pass,standard,"Assured metrics (GHG, diversity) and standards (GRI, ISAE 3000) are explicitly described.","[""Bapco2023__c_0105"", ""Bapco2023__c_0106"", ""Bapco2023__c_0107""]",0.0,cache,partial,standard,Mentions GRI Standards and ISAE 3000 but lacks explicit description of assurance scope/limitations.,"[""Bapco2023__c_0105"", ""Bapco2023__c_0106""]",0.5,cache,pass,standard,"Describes assured metrics (GRI standards, LTIR), basis (ISAE 3000), and limitations (non-financial KPIs only).","[""Bapco2023__c_0105"", ""Bapco2023__c_0106""]",0.0,cache,pass,pass,partial,pass,True,False,False,pass|pass|partial|pass
Bapco2023,phase3,2-5,__none__,b.iii,0,GRI 2,partial,standard,Mentions KPMG's compliance with standards but lacks detailed relationship description.,"[""Bapco2023__c_0105"", ""Bapco2023__c_0106""]",0.0,cache,pass,standard,"KPMG Fakhro's role, location, and affiliation are explicitly detailed in chunks.","[""Bapco2023__c_0103"", ""Bapco2023__c_0107""]",0.0,cache,no_evidence,standard,No details on the organization-assurance provider relationship are disclosed.,[],0.0,cache,partial,standard,Mentions KPMG as assurance provider but lacks details on organizational relationship.,"[""Bapco2023__c_0103"", ""Bapco2023__c_0107""]",0.0,cache,partial,pass,no_evidence,partial,True,False,False,partial|pass|no_evidence|partial
Bapco2023,phase3,2-6,__none__,a,0,GRI 2,pass,standard,Evidence explicitly mentions energy transition and renewable energy sectors.,"[""Bapco2023__c_0007"", ""Bapco2023__c_0008""]",0.0,cache,pass,standard,Evidence explicitly mentions energy transition and renewable energy sectors.,"[""Bapco2023__c_0007"", ""Bapco2023__c_0008""]",0.0,cache,no_evidence,standard,No explicit mention of sectors in which the organization is active.,"[""Bapco2023__c_0007"", ""Bapco2023__c_0008""]",0.0,cache,no_evidence,standard,No explicit mention of sectors in which the organization is active.,"[""Bapco2023__c_0007"", ""Bapco2023__c_0008""]",0.0,cache,pass,pass,no_evidence,no_evidence,True,False,False,pass|pass|no_evidence|no_evidence
Bapco2023,phase3,2-9,__none__,a,0,GRI 2,partial,standard,Describes Board structure and ESG focus but lacks details on committees of the highest governance body.,"[""Bapco2023__c_0084""]",0.0,cache,partial,standard,Describes Board structure and ESG focus but lacks details on committees of the highest governance body.,"[""Bapco2023__c_0084""]",0.0,cache,no_evidence,standard,No explicit description of governance structure or committees of the highest governance body.,"[""Bapco2023__c_0084""]",0.0,cache,partial,standard,Evidence describes the Board of Directors' structure and function but does not explicitly list committees of the highest governance body.,"[""Bapco2023__c_0084""]",0.0,cache,partial,partial,no_evidence,partial,True,False,False,partial|partial|no_evidence|partial
Bapco2023,phase3,2-9,__none__,c.v,0,GRI 2,partial,standard,Mentions 10% female representation but lacks detailed breakdowns of gender composition across the board or committees.,"[""Bapco2023__c_0084""]",0.0,cache,pass,standard,Evidence explicitly states female representation (10%) and lists names of board members.,"[""Bapco2023__c_0084""]",0.0,cache,partial,standard,Mentions 10% female representation but lacks detailed gender breakdown across the board or committees.,"[""Bapco2023__c_0084""]",0.0,cache,partial,standard,Mentions female representation (H.E. Shaikh Salman...) but lacks quantitative data on gender distribution.,"[""Bapco2023__c_0084""]",0.0,cache,partial,pass,partial,partial,True,False,False,partial|pass|partial|partial
Bapco2023,phase3,2-9,__none__,c.vii,0,GRI 2,no_evidence,standard,References general expertise areas but does not describe composition by competencies relevant to organizational impacts.,[],0.0,cache,pass,standard,"Board competencies in climate change, community engagement, and management are explicitly described.","[""Bapco2023__c_0084""]",0.0,cache,no_evidence,standard,"General references to expertise (e.g., climate change) but no detailed competency breakdowns.",[],0.0,cache,pass,standard,"Describes Board competencies in climate change, community engagement, and energy expertise.","[""Bapco2023__c_0084""]",0.0,cache,no_evidence,pass,no_evidence,pass,True,False,False,no_evidence|pass|no_evidence|pass
Bapco2023,phase3,2-12,__none__,a,0,GRI 2,partial,standard,"Evidence mentions the Board establishes governance frameworks and integrates ESG into strategic plans, but does not explicitly describe roles in developing/updated purpose, mission, or value statements.","[""Bapco2023__c_0084""]",0.0,cache,partial,standard,"Evidence mentions the Board establishes governance frameworks and integrates ESG into strategic plans, but does not explicitly describe roles in developing/updated purpose, mission, or value statements.","[""Bapco2023__c_0084""]",0.0,cache,no_evidence,standard,No explicit description of the highest governance body's role in developing/updating purpose/mission statements or strategies.,"[""Bapco2023__c_0083"", ""Bapco2023__c_0084""]",0.0,cache,no_evidence,standard,No explicit description of the highest governance body's role in developing/updating purpose/mission statements or strategies.,"[""Bapco2023__c_0083"", ""Bapco2023__c_0084""]",0.0,cache,partial,partial,no_evidence,no_evidence,True,False,False,partial|partial|no_evidence|no_evidence
Bapco2023,phase3,2-13,__none__,a.i,0,GRI 2,partial,standard,Evidence mentions the Board's role in ESG governance but does not explicitly state if senior executives were appointed for impact management.,"[""Bapco2023__c_0083"", ""Bapco2023__c_0084""]",0.0,cache,partial,standard,Evidence mentions the Board's role in ESG governance but does not explicitly state if senior executives were appointed for impact management.,"[""Bapco2023__c_0083"", ""Bapco2023__c_0084""]",0.0,cache,no_evidence,standard,No explicit description of senior executive appointments for impact management in the evidence.,"[""Bapco2023__c_0084""]",0.0,cache,no_evidence,standard,No explicit description of senior executive appointments for impact management in the evidence.,"[""Bapco2023__c_0084""]",0.0,cache,partial,partial,no_evidence,no_evidence,True,False,False,partial|partial|no_evidence|no_evidence
Bapco2023,phase3,2-13,__none__,a.ii,0,GRI 2,partial,standard,Evidence describes the Board's governance framework but lacks explicit details on delegation to non-Board employees for impact management.,"[""Bapco2023__c_0083"", ""Bapco2023__c_0084""]",0.0,cache,partial,standard,Evidence describes the Board's governance framework but lacks explicit details on delegation to non-Board employees for impact management.,"[""Bapco2023__c_0083"", ""Bapco2023__c_0084""]",0.0,cache,no_evidence,standard,No explicit mention of delegation to other employees for impact management in the evidence.,"[""Bapco2023__c_0084""]",0.0,cache,no_evidence,standard,No explicit mention of delegation to other employees for impact management in the evidence.,"[""Bapco2023__c_0084""]",0.0,cache,partial,partial,no_evidence,no_evidence,True,False,False,partial|partial|no_evidence|no_evidence
